scenario,base,type,sampleSize,auc,harm,b0,b1,b2,b3,b4,b5,b6,b7,b8,g0,g1,g2,c,averageTrueBenefit
353,moderate,quadratic-moderate,17000,0.65,absent,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-4.99,1,-0.01642314,-5,0.033
354,moderate,quadratic-moderate,17000,0.65,moderate-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-4.99,1,-0.01642314,-5,0.033
355,moderate,quadratic-moderate,17000,0.65,strong-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-4.99,1,-0.01642314,-5,0.033
356,moderate,quadratic-moderate,17000,0.65,negative,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-4.99,1,-0.01642314,-5,0.033
357,moderate,quadratic-moderate,17000,0.85,absent,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-4.91,1,-0.01642314,-5,0.024
358,moderate,quadratic-moderate,17000,0.85,moderate-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-4.91,1,-0.01642314,-5,0.024
359,moderate,quadratic-moderate,17000,0.85,strong-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-4.91,1,-0.01642314,-5,0.024
360,moderate,quadratic-moderate,17000,0.85,negative,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-4.91,1,-0.01642314,-5,0.024
361,moderate,quadratic-high,4250,0.75,absent,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-4.42,1,-0.05168458,-5,0.029
362,moderate,quadratic-high,4250,0.75,moderate-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-4.42,1,-0.05168458,-5,0.029
363,moderate,quadratic-high,4250,0.75,strong-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-4.42,1,-0.05168458,-5,0.029
364,moderate,quadratic-high,4250,0.75,negative,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-4.42,1,-0.05168458,-5,0.029
365,moderate,quadratic-high,4250,0.65,absent,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-4.38,1,-0.05941311,-5,0.033
366,moderate,quadratic-high,4250,0.65,moderate-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-4.38,1,-0.05941311,-5,0.033
367,moderate,quadratic-high,4250,0.65,strong-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-4.38,1,-0.05941311,-5,0.033
368,moderate,quadratic-high,4250,0.65,negative,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-4.38,1,-0.05941311,-5,0.033
369,moderate,quadratic-high,4250,0.85,absent,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-4.13,1,-0.05941311,-5,0.024
370,moderate,quadratic-high,4250,0.85,moderate-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-4.13,1,-0.05941311,-5,0.024
371,moderate,quadratic-high,4250,0.85,strong-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-4.13,1,-0.05941311,-5,0.024
372,moderate,quadratic-high,4250,0.85,negative,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-4.13,1,-0.05941311,-5,0.024
373,moderate,quadratic-high,1063,0.75,absent,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-4.42,1,-0.05168458,-5,0.029
374,moderate,quadratic-high,1063,0.75,moderate-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-4.42,1,-0.05168458,-5,0.029
375,moderate,quadratic-high,1063,0.75,strong-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-4.42,1,-0.05168458,-5,0.029
376,moderate,quadratic-high,1063,0.75,negative,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-4.42,1,-0.05168458,-5,0.029
377,moderate,quadratic-high,1063,0.65,absent,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-4.38,1,-0.05941311,-5,0.033
378,moderate,quadratic-high,1063,0.65,moderate-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-4.38,1,-0.05941311,-5,0.033
379,moderate,quadratic-high,1063,0.65,strong-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-4.38,1,-0.05941311,-5,0.033
380,moderate,quadratic-high,1063,0.65,negative,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-4.38,1,-0.05941311,-5,0.033
381,moderate,quadratic-high,1063,0.85,absent,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-4.13,1,-0.05941311,-5,0.024
382,moderate,quadratic-high,1063,0.85,moderate-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-4.13,1,-0.05941311,-5,0.024
383,moderate,quadratic-high,1063,0.85,strong-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-4.13,1,-0.05941311,-5,0.024
384,moderate,quadratic-high,1063,0.85,negative,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-4.13,1,-0.05941311,-5,0.024
385,moderate,quadratic-high,17000,0.75,absent,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-4.42,1,-0.05168458,-5,0.029
386,moderate,quadratic-high,17000,0.75,moderate-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-4.42,1,-0.05168458,-5,0.029
387,moderate,quadratic-high,17000,0.75,strong-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-4.42,1,-0.05168458,-5,0.029
388,moderate,quadratic-high,17000,0.75,negative,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-4.42,1,-0.05168458,-5,0.029
389,moderate,quadratic-high,17000,0.65,absent,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-4.38,1,-0.05941311,-5,0.033
390,moderate,quadratic-high,17000,0.65,moderate-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-4.38,1,-0.05941311,-5,0.033
391,moderate,quadratic-high,17000,0.65,strong-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-4.38,1,-0.05941311,-5,0.033
392,moderate,quadratic-high,17000,0.65,negative,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-4.38,1,-0.05941311,-5,0.033
393,moderate,quadratic-high,17000,0.85,absent,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-4.13,1,-0.05941311,-5,0.024
394,moderate,quadratic-high,17000,0.85,moderate-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-4.13,1,-0.05941311,-5,0.024
395,moderate,quadratic-high,17000,0.85,strong-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-4.13,1,-0.05941311,-5,0.024
396,moderate,quadratic-high,17000,0.85,negative,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-4.13,1,-0.05941311,-5,0.024
397,moderate,non-monotonic,4250,0.75,absent,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.1734843,1.560407,0.105142,0,0.029
398,moderate,non-monotonic,4250,0.75,moderate-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.1734843,1.560407,0.105142,0,0.029
399,moderate,non-monotonic,4250,0.75,strong-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.1734843,1.560407,0.105142,0,0.029
400,moderate,non-monotonic,4250,0.75,negative,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.1734843,1.560407,0.105142,0,0.029
401,moderate,non-monotonic,4250,0.65,absent,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.4805806,1.78266,0.1373087,0,0.033
402,moderate,non-monotonic,4250,0.65,moderate-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.4805806,1.78266,0.1373087,0,0.033
403,moderate,non-monotonic,4250,0.65,strong-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.4805806,1.78266,0.1373087,0,0.033
404,moderate,non-monotonic,4250,0.65,negative,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.4805806,1.78266,0.1373087,0,0.033
405,moderate,non-monotonic,4250,0.85,absent,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.08537934,1.354139,0.0742429,0,0.024
406,moderate,non-monotonic,4250,0.85,moderate-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.08537934,1.354139,0.0742429,0,0.024
407,moderate,non-monotonic,4250,0.85,strong-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.08537934,1.354139,0.0742429,0,0.024
408,moderate,non-monotonic,4250,0.85,negative,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.08537934,1.354139,0.0742429,0,0.024
409,moderate,non-monotonic,1063,0.75,absent,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.1734843,1.560407,0.105142,0,0.029
410,moderate,non-monotonic,1063,0.75,moderate-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.1734843,1.560407,0.105142,0,0.029
411,moderate,non-monotonic,1063,0.75,strong-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.1734843,1.560407,0.105142,0,0.029
412,moderate,non-monotonic,1063,0.75,negative,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.1734843,1.560407,0.105142,0,0.029
413,moderate,non-monotonic,1063,0.65,absent,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.4805806,1.78266,0.1373087,0,0.033
414,moderate,non-monotonic,1063,0.65,moderate-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.4805806,1.78266,0.1373087,0,0.033
415,moderate,non-monotonic,1063,0.65,strong-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.4805806,1.78266,0.1373087,0,0.033
416,moderate,non-monotonic,1063,0.65,negative,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.4805806,1.78266,0.1373087,0,0.033
417,moderate,non-monotonic,1063,0.85,absent,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.08537934,1.354139,0.0742429,0,0.024
418,moderate,non-monotonic,1063,0.85,moderate-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.08537934,1.354139,0.0742429,0,0.024
419,moderate,non-monotonic,1063,0.85,strong-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.08537934,1.354139,0.0742429,0,0.024
420,moderate,non-monotonic,1063,0.85,negative,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.08537934,1.354139,0.0742429,0,0.024
421,moderate,non-monotonic,17000,0.75,absent,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.1734843,1.560407,0.105142,0,0.029
422,moderate,non-monotonic,17000,0.75,moderate-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.1734843,1.560407,0.105142,0,0.029
423,moderate,non-monotonic,17000,0.75,strong-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.1734843,1.560407,0.105142,0,0.029
424,moderate,non-monotonic,17000,0.75,negative,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.1734843,1.560407,0.105142,0,0.029
425,moderate,non-monotonic,17000,0.65,absent,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.4805806,1.78266,0.1373087,0,0.033
426,moderate,non-monotonic,17000,0.65,moderate-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.4805806,1.78266,0.1373087,0,0.033
427,moderate,non-monotonic,17000,0.65,strong-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.4805806,1.78266,0.1373087,0,0.033
428,moderate,non-monotonic,17000,0.65,negative,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.4805806,1.78266,0.1373087,0,0.033
429,moderate,non-monotonic,17000,0.85,absent,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.08537934,1.354139,0.0742429,0,0.024
430,moderate,non-monotonic,17000,0.85,moderate-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.08537934,1.354139,0.0742429,0,0.024
431,moderate,non-monotonic,17000,0.85,strong-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.08537934,1.354139,0.0742429,0,0.024
432,moderate,non-monotonic,17000,0.85,negative,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.08537934,1.354139,0.0742429,0,0.024
433,high,constant,4250,0.75,absent,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.6931471805599453,1,0,0,0.079
434,high,constant,4250,0.75,moderate-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.6931471805599453,1,0,0,0.079
435,high,constant,4250,0.75,strong-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.6931471805599453,1,0,0,0.079
436,high,constant,4250,0.75,negative,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.6931471805599453,1,0,0,0.079
437,high,constant,4250,0.65,absent,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.6931471805599453,1,0,0,0.089
438,high,constant,4250,0.65,moderate-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.6931471805599453,1,0,0,0.089
439,high,constant,4250,0.65,strong-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.6931471805599453,1,0,0,0.089
440,high,constant,4250,0.65,negative,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.6931471805599453,1,0,0,0.089
441,high,constant,4250,0.85,absent,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.6931471805599453,1,0,0,0.069
442,high,constant,4250,0.85,moderate-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.6931471805599453,1,0,0,0.069
443,high,constant,4250,0.85,strong-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.6931471805599453,1,0,0,0.069
444,high,constant,4250,0.85,negative,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.6931471805599453,1,0,0,0.069
445,high,constant,1063,0.75,absent,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.6931471805599453,1,0,0,0.079
446,high,constant,1063,0.75,moderate-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.6931471805599453,1,0,0,0.079
447,high,constant,1063,0.75,strong-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.6931471805599453,1,0,0,0.079
448,high,constant,1063,0.75,negative,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.6931471805599453,1,0,0,0.079
449,high,constant,1063,0.65,absent,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.6931471805599453,1,0,0,0.089
450,high,constant,1063,0.65,moderate-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.6931471805599453,1,0,0,0.089
451,high,constant,1063,0.65,strong-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.6931471805599453,1,0,0,0.089
452,high,constant,1063,0.65,negative,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.6931471805599453,1,0,0,0.089
453,high,constant,1063,0.85,absent,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.6931471805599453,1,0,0,0.069
454,high,constant,1063,0.85,moderate-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.6931471805599453,1,0,0,0.069
455,high,constant,1063,0.85,strong-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.6931471805599453,1,0,0,0.069
456,high,constant,1063,0.85,negative,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.6931471805599453,1,0,0,0.069
457,high,constant,17000,0.75,absent,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.6931471805599453,1,0,0,0.079
458,high,constant,17000,0.75,moderate-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.6931471805599453,1,0,0,0.079
459,high,constant,17000,0.75,strong-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.6931471805599453,1,0,0,0.079
460,high,constant,17000,0.75,negative,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.6931471805599453,1,0,0,0.079
461,high,constant,17000,0.65,absent,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.6931471805599453,1,0,0,0.089
462,high,constant,17000,0.65,moderate-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.6931471805599453,1,0,0,0.089
463,high,constant,17000,0.65,strong-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.6931471805599453,1,0,0,0.089
464,high,constant,17000,0.65,negative,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.6931471805599453,1,0,0,0.089
465,high,constant,17000,0.85,absent,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.6931471805599453,1,0,0,0.069
466,high,constant,17000,0.85,moderate-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.6931471805599453,1,0,0,0.069
467,high,constant,17000,0.85,strong-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.6931471805599453,1,0,0,0.069
468,high,constant,17000,0.85,negative,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.6931471805599453,1,0,0,0.069
469,high,linear-moderate,4250,0.75,absent,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.75,0.9472527,0,0,0.079
470,high,linear-moderate,4250,0.75,moderate-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.75,0.9472527,0,0,0.079
471,high,linear-moderate,4250,0.75,strong-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.75,0.9472527,0,0,0.079
472,high,linear-moderate,4250,0.75,negative,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.75,0.9472527,0,0,0.079
473,high,linear-moderate,4250,0.65,absent,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.77,0.9340659,0,0,0.089
474,high,linear-moderate,4250,0.65,moderate-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.77,0.9340659,0,0,0.089
475,high,linear-moderate,4250,0.65,strong-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.77,0.9340659,0,0,0.089
476,high,linear-moderate,4250,0.65,negative,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.77,0.9340659,0,0,0.089
477,high,linear-moderate,4250,0.85,absent,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.73,0.9296703,0,0,0.069
478,high,linear-moderate,4250,0.85,moderate-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.73,0.9296703,0,0,0.069
479,high,linear-moderate,4250,0.85,strong-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.73,0.9296703,0,0,0.069
480,high,linear-moderate,4250,0.85,negative,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.73,0.9296703,0,0,0.069
481,high,linear-moderate,1063,0.75,absent,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.75,0.9472527,0,0,0.079
482,high,linear-moderate,1063,0.75,moderate-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.75,0.9472527,0,0,0.079
483,high,linear-moderate,1063,0.75,strong-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.75,0.9472527,0,0,0.079
484,high,linear-moderate,1063,0.75,negative,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.75,0.9472527,0,0,0.079
485,high,linear-moderate,1063,0.65,absent,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.77,0.9340659,0,0,0.089
486,high,linear-moderate,1063,0.65,moderate-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.77,0.9340659,0,0,0.089
487,high,linear-moderate,1063,0.65,strong-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.77,0.9340659,0,0,0.089
488,high,linear-moderate,1063,0.65,negative,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.77,0.9340659,0,0,0.089
489,high,linear-moderate,1063,0.85,absent,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.73,0.9296703,0,0,0.069
490,high,linear-moderate,1063,0.85,moderate-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.73,0.9296703,0,0,0.069
491,high,linear-moderate,1063,0.85,strong-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.73,0.9296703,0,0,0.069
492,high,linear-moderate,1063,0.85,negative,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.73,0.9296703,0,0,0.069
493,high,linear-moderate,17000,0.75,absent,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.75,0.9472527,0,0,0.079
494,high,linear-moderate,17000,0.75,moderate-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.75,0.9472527,0,0,0.079
495,high,linear-moderate,17000,0.75,strong-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.75,0.9472527,0,0,0.079
496,high,linear-moderate,17000,0.75,negative,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.75,0.9472527,0,0,0.079
497,high,linear-moderate,17000,0.65,absent,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.77,0.9340659,0,0,0.089
498,high,linear-moderate,17000,0.65,moderate-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.77,0.9340659,0,0,0.089
499,high,linear-moderate,17000,0.65,strong-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.77,0.9340659,0,0,0.089
500,high,linear-moderate,17000,0.65,negative,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.77,0.9340659,0,0,0.089
501,high,linear-moderate,17000,0.85,absent,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.73,0.9296703,0,0,0.069
502,high,linear-moderate,17000,0.85,moderate-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.73,0.9296703,0,0,0.069
503,high,linear-moderate,17000,0.85,strong-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.73,0.9296703,0,0,0.069
504,high,linear-moderate,17000,0.85,negative,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.73,0.9296703,0,0,0.069
505,high,linear-high,4250,0.75,absent,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.9,0.7956044,0,0,0.079
506,high,linear-high,4250,0.75,moderate-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.9,0.7956044,0,0,0.079
507,high,linear-high,4250,0.75,strong-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.9,0.7956044,0,0,0.079
508,high,linear-high,4250,0.75,negative,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.9,0.7956044,0,0,0.079
509,high,linear-high,4250,0.65,absent,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.96,0.7758242,0,0,0.089
510,high,linear-high,4250,0.65,moderate-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.96,0.7758242,0,0,0.089
511,high,linear-high,4250,0.65,strong-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.96,0.7758242,0,0,0.089
512,high,linear-high,4250,0.65,negative,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.96,0.7758242,0,0,0.089
513,high,linear-high,4250,0.85,absent,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.84,0.7846154,0,0,0.069
514,high,linear-high,4250,0.85,moderate-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.84,0.7846154,0,0,0.069
515,high,linear-high,4250,0.85,strong-positive,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.84,0.7846154,0,0,0.069
516,high,linear-high,4250,0.85,negative,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.84,0.7846154,0,0,0.069
517,high,linear-high,1063,0.75,absent,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.9,0.7956044,0,0,0.079
518,high,linear-high,1063,0.75,moderate-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.9,0.7956044,0,0,0.079
519,high,linear-high,1063,0.75,strong-positive,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.9,0.7956044,0,0,0.079
520,high,linear-high,1063,0.75,negative,-2.08,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.9,0.7956044,0,0,0.079
521,high,linear-high,1063,0.65,absent,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.96,0.7758242,0,0,0.089
522,high,linear-high,1063,0.65,moderate-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.96,0.7758242,0,0,0.089
523,high,linear-high,1063,0.65,strong-positive,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.96,0.7758242,0,0,0.089
524,high,linear-high,1063,0.65,negative,-1.63,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.96,0.7758242,0,0,0.089
525,high,linear-high,1063,0.85,absent,-2.7,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.84,0.7846154,0,0,0.069
